Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000103322	4.312567906436883e-5	0.0025864990607929418	0.4655863253269204	19	10937932	10950839	1	protein_coding	si:ch73-347e22.8	si:ch73-347e22.8 [Source:ZFIN;Acc:ZDB-GENE-030131-8455]	168	221	154	145	182	159	96	149	192	125	142	156	199.2811129654042	186.6065206516257	160.20884917751818	207.54383165696598	174.52567527051568	160.27200598406606	121.59794716516569	154.63012577615	138.03744960945966	141.15177377134452	105.18143073354739	127.20147525993352
ENSDARG00000036457	4.385610825212076e-5	0.0026239690792774907	0.48358025528798465	19	9786722	9798248	1	protein_coding	cacng6a	calcium channel, voltage-dependent, gamma subunit 6a [Source:ZFIN;Acc:ZDB-GENE-060503-440]	219	381	298	267	245	285	170	209	343	177	296	223	259.7771651156162	321.70626410981623	310.0145263305222	382.16691760282697	234.93840901800186	287.28001072615615	215.32969810498093	216.89729051822385	246.5981521668993	199.87091166022384	219.25143307838044	181.83287809593062
ENSDARG00000079332	4.407211570002191e-5	0.002630554405845058	2.4254123384830693	1	8615535	8625266	-1	lincRNA	AL928650.1	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:101883376]	7	41	15	19	25	20	3	0	3	3	1	17	8.30337970689184	34.61930926116133	15.604758036771251	27.195398630912784	23.97330704265325	20.160000752712712	3.799935848911428	0	2.156835150147807	3.3876425705122686	0.7407143009404745	13.861699227044038
ENSDARG00000090741	4.440643050264265e-5	0.0026441526843659882	1.4502914063248413	23	37539068	37546696	-1	protein_coding	tor1l2	torsin family 1 like 2 [Source:ZFIN;Acc:ZDB-GENE-121107-3]	28	15	16	12	25	20	7	10	14	2	10	7	33.21351882756736	12.665600949205365	16.645075239222667	17.176041240576495	23.97330704265325	20.160000752712712	8.866516980793332	10.37786079034564	10.065230700689767	2.2584283803415124	7.407143009404745	5.707758505253428
ENSDARG00000076189	4.5525767610897326e-5	0.0027043177267430155	0.528116109881762	14	45702521	45772506	1	protein_coding	ccdc88b	coiled-coil domain containing 88B [Source:ZFIN;Acc:ZDB-GENE-080303-31]	149	216	155	140	138	160	100	115	176	124	127	121	176.74336804669778	182.38465366855723	161.2491663799696	200.38714780672578	132.33265487544594	161.2800060217017	126.6645282970476	119.34539908897484	126.53432880867136	140.02255958117377	94.07071621944026	98.66268273366639
ENSDARG00000043081	4.5843839147820365e-5	0.0027114125655143605	0.3180183559466636	6	49771372	49781362	1	protein_coding	ctsz	cathepsin Z [Source:ZFIN;Acc:ZDB-GENE-041010-139]	909	1340	929	821	1117	1096	766	879	1052	865	1060	1038	1078.253164794955	1131.460351462346	966.4546810773661	1175.1274882094417	1071.1273586657474	1104.7680412486566	970.25028675538465	912.2139634713817	756.3301926518311	976.770274497704	785.157158996903	846.3790469218653
ENSDARG00000071445	4.593141059970496e-5	0.0027114125655143605	0.3851355740838546	12	26385096	26408876	-1	protein_coding	myoz1b	myozenin 1b [Source:ZFIN;Acc:ZDB-GENE-040718-146]	3053	4325	4007	3284	3310	3305	2380	2466	3800	2542	4301	3645	3621.4597493058272	3651.9149403542133	4168.551030222827	4700.509952837767	3174.0658524472906	3331.4401243857756	3014.615773469733	2559.1804708992345	2731.9911901872224	2870.4624714140623	3185.8122083449807	2972.1113930926776
ENSDARG00000036335	4.597280266135907e-5	0.0027114125655143605	0.2527373913923404	14	33515515	33521071	-1	protein_coding	c1galt1c1	C1GALT1-specific chaperone 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2772]	492	587	500	374	535	517	365	395	632	372	608	557	583.608973684398	495.64718381223656	520.1586012257084	535.3199519979675	513.0287707127795	521.1360194576235	462.32552828422376	409.92550121865276	454.37327163113804	420.0676787435213	450.3542949718085	454.174498203737
ENSDARG00000076221	4.6176182639284426e-5	0.0027169540638232992	0.7799741422276839	3	32105175	32106672	1	protein_coding	fthl28	ferritin, heavy polypeptide-like 28 [Source:ZFIN;Acc:ZDB-GENE-030131-7540]	83	99	125	105	83	133	55	43	106	70	75	82	98.45435938171755	83.5929662647554	130.0396503064271	150.29036085504433	79.59137938160879	134.06400500553954	69.66549056337618	44.62480139848625	76.20817530522253	79.04499331195292	55.553572570535586	66.862313918683
ENSDARG00000053563	4.7157349772767156e-5	0.002768125283351793	1.2796993222877295	4	76755294	76774721	1	protein_coding	ms4a17a.12	membrane-spanning 4-domains, subfamily A, member 17A.12 [Source:ZFIN;Acc:ZDB-GENE-080829-4]	60	68	36	14	51	33	10	9	25	27	29	23	71.17182605907293	57.41739096973099	37.451419288251	20.038714780672578	48.90554636701263	33.264001241975976	12.66645282970476	9.340074711311075	17.973626251231728	30.488783134610415	21.48071472727376	18.754063660118405
ENSDARG00000031647	4.7279831742086655e-5	0.002768769391877386	0.32469470434326486	6	39123544	39160422	-1	protein_coding	stat2	signal transducer and activator of transcription 2 [Source:ZFIN;Acc:ZDB-GENE-080321-1]	376	497	358	312	388	363	248	327	434	300	457	354	446.01010997019034	419.65357811700443	372.4335584776072	446.5770722549889	372.06572530197843	365.90401366173575	314.12803017667807	339.3560478443024	312.0221517213828	338.7642570512268	338.5064355297969	288.64950155138763
ENSDARG00000032571	4.8302648303440526e-5	0.002822011193822184	0.6519220074612341	20	2589414	2609270	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]	240	335	196	178	371	291	126	143	172	195	300	237	284.6873042362917	282.8650878655865	203.9021716804777	254.77794506855133	355.76387651297426	293.32801095197	159.59730565427998	148.40340930194265	123.65854860847428	220.19676708329746	222.21429028214234	193.24839510643747
ENSDARG00000114063	4.8831074571689705e-5	0.002846186811302947	0.6056338214878305	10	15064433	15076420	1	protein_coding	parm1	prostate androgen-regulated mucin-like protein 1 [Source:ZFIN;Acc:ZDB-GENE-140106-262]	140	307	176	148	253	204	113	124	145	171	189	160	166.06759413783683	259.22263276040314	183.09582763144934	211.8378419671101	242.6098672716509	205.63200767766966	143.13091697566378	128.68547380028593	104.24703225714401	193.0956265191993	139.99500287774967	130.46305154864976
ENSDARG00000021309	4.9873149040275166e-5	0.0029001177767448063	0.2274556016742766	6	48382697	48418021	-1	protein_coding	rhoca	ras homolog family member Ca [Source:ZFIN;Acc:ZDB-GENE-040426-1337]	943	1186	1096	728	1245	1134	763	893	1352	880	1216	1125	1118.5838662284295	1001.4268483838375	1140.1876538867527	1042.0131685949739	1193.870690724132	1143.0720426788107	966.4503509064732	926.7429685778656	972.0137076666118	993.7084873502654	900.708589943617	917.3183312014437
ENSDARG00000012694	5.0733551941145834e-5	0.002943257230604325	0.6029406972775884	1	56130222	56176976	-1	protein_coding	c3a.1	complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]	10480	11053	7665	6697	8549	11355	3720	7940	9259	6166	10028	5915	12431.345618318072	9332.859152771127	7974.031356790109	9585.662349011733	8197.912076305705	11445.840427352643	4711.920452650171	8240.021467534438	6656.712218406183	6962.734696592882	7427.883009831078	4823.055936939146
ENSDARG00000102474	5.1975991064183915e-5	0.0030083073615936747	0.27108906399668303	4	107287	119689	-1	protein_coding	dusp16	dual specificity phosphatase 16 [Source:ZFIN;Acc:ZDB-GENE-040426-2360]	419	644	499	403	538	497	335	395	556	412	640	536	497.01658531252593	543.7764674192169	519.1182840232569	576.8287183293606	515.9055675578979	500.97601870491087	424.3261697951095	409.92550121865276	399.7334478273936	465.2362463503515	474.0571526019037	437.0512226879767
ENSDARG00000010472	5.221472985247046e-5	0.0030150970749693987	0.24479420640019048	2	44203075	44255537	-1	protein_coding	atp1a2a	ATPase Na+/K+ transporting subunit alpha 2 [Source:ZFIN;Acc:ZDB-GENE-001212-6]	2200	3062	2919	1906	2870	2685	1955	2053	2963	2242	3129	2795	2609.633622166007	2585.471340431122	3036.6859139556855	2728.1278837115665	2752.135648496593	2706.4801010516817	2476.2915282072804	2130.57482025796	2130.234183295984	2531.698214362835	2317.6950476427446	2279.026431740476
ENSDARG00000007323	5.268564061563073e-5	0.0030352307575083784	0.2077715954629303	8	45361735	45375108	1	protein_coding	chmp4bb	charged multivesicular body protein 4Bb [Source:NCBI gene;Acc:406766]	949	1353	1089	881	1197	1120	732	1041	1411	910	1302	1209	1125.7010488343367	1142.4372056183238	1132.905433469593	1261.0076944123243	1147.8419412022376	1128.960042151912	927.1843471343884	1080.3353082749811	1014.4314656195187	1027.5849130553881	964.4100198244978	985.8114332644848
ENSDARG00000058560	5.4575822971044283e-5	0.0031368464915996056	0.26161158000487567	23	9560797	9567306	1	protein_coding	adrm1	adhesion regulating molecule 1 [Source:NCBI gene;Acc:796450]	989	1613	1180	965	1192	1139	770	982	1425	923	1364	1378	1173.1489328737186	1361.9742887378834	1227.5742988926718	1381.2399830963598	1143.047279793707	1148.112042866989	975.3168678872665	1019.1059296119417	1024.4966963202085	1042.264697527608	1010.3343064828073	1123.613031462746
ENSDARG00000069074	5.47812504502785e-5	0.003141382098569088	-0.28157052176272007	8	21225064	21252659	1	protein_coding	cry3a	cryptochrome circadian regulator 3a [Source:ZFIN;Acc:ZDB-GENE-010426-4]	2108	2654	2658	1764	2439	2145	2101	2769	4185	2554	4415	3618	2500.503488875429	2240.966994612736	2765.1631241158657	2524.8780623647444	2338.8358350812514	2162.1600807284385	2661.22173952097	2873.6296528467074	3008.785034456191	2884.013041696111	3270.253638652195	2950.095753143843
ENSDARG00000104398	5.5977446054776445e-5	0.0032025806118435463	1.6339748588052623	16	45149355	45152169	-1	protein_coding	si:ch73-343g19.4	si:ch73-343g19.4 [Source:ZFIN;Acc:ZDB-GENE-100922-108]	36	24	22	25	20	21	15	6	5	12	4	11	42.70309563544376	20.264961518728583	22.886978453931167	35.78341925120103	19.1786456341226	21.168000790348348	18.99967924455714	6.226716474207383	3.5947252502463454	13.550570282049074	2.962857203761898	8.969334793969672
ENSDARG00000067524	5.797685138464969e-5	0.0033015240299702855	0.6143345403133885	8	3307765	3413237	-1	protein_coding	fut9b	fucosyltransferase 9b [Source:ZFIN;Acc:ZDB-GENE-030131-9925]	61	100	58	67	98	75	39	55	78	38	66	72	72.35802316005747	84.4373396613691	60.338397742182174	95.89956359321876	93.97536360720075	75.60000282267266	49.399166035848566	57.07823434690101	56.07771390384299	42.91013922648873	48.88714386207132	58.708373196892396
ENSDARG00000098883	5.814559842188818e-5	0.0033015240299702855	0.32235242684309473	9	307863	321351	1	protein_coding	stac3	SH3 and cysteine rich domain 3 [Source:NCBI gene;Acc:445111]	843	1172	1021	739	971	1028	776	650	1144	681	1052	1023	999.9641561299746	989.6056208312458	1062.1638637028966	1057.7578730655025	931.1232455366522	1036.2240386894334	982.9167395850894	674.5609513724665	822.4731372563639	768.9948635062849	779.2314445893792	834.1481358391794
ENSDARG00000024540	5.816359684590497e-5	0.0033015240299702855	0.2626444254003588	8	29726620	29734951	1	protein_coding	tspan36	tetraspanin 36 [Source:NCBI gene;Acc:437021]	956	1520	1069	864	1174	1157	726	951	1512	922	1308	1076	1134.0044285412287	1283.4475628528103	1112.0990894205645	1236.6749693215077	1125.7864987229966	1166.2560435444304	919.5844754365656	986.9345611618703	1087.0449156744949	1041.135483337437	968.8543056301406	877.3640216646696
ENSDARG00000071567	5.823872433052699e-5	0.0033015240299702855	0.3052555253114974	14	29769332	29774035	1	protein_coding	TSTD1	si:dkey-34l15.1 [Source:ZFIN;Acc:ZDB-GENE-081107-63]	234	335	288	217	329	290	214	220	318	214	304	306	277.5701216303844	282.8650878655865	299.611354306008	310.6000791004249	315.4887206813168	292.3200109143343	271.0620905556819	228.31293738760405	228.62452591566756	241.6518366965418	225.17714748590424	249.51058608679267
ENSDARG00000058800	5.989925338283439e-5	0.0033879236024960775	0.6489797907452648	19	7413942	7420867	-1	protein_coding	rab25a	RAB25, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-041212-69]	151	226	172	209	200	158	104	126	203	96	127	184	179.11576224866687	190.82838763469417	178.9345588216437	299.1493849400406	191.786456341226	159.26400594643042	131.7311094289295	130.76104595835506	145.94584516000162	108.4045622563926	94.07071621944026	150.03250928094724
ENSDARG00000105641	6.068735203355408e-5	0.0034246976158935176	0.5141219577668974	7	34256520	34265481	-1	protein_coding	si:ch211-98n17.5	si:ch211-98n17.5 [Source:ZFIN;Acc:ZDB-GENE-160728-87]	410	524	370	398	421	325	224	312	407	243	373	459	486.340811403665	442.45165982557404	384.9173649070242	569.6720344791204	403.7104905982807	327.60001223158156	283.7285433853866	323.7892566587839	292.61063537005253	274.3990482114937	276.286434250797	374.26587913018903
ENSDARG00000058799	6.140063196110533e-5	0.0034522674195385855	0.34984407601239403	23	6077503	6126003	1	protein_coding	mybpha	myosin binding protein Ha [Source:ZFIN;Acc:ZDB-GENE-040426-1531]	571	1055	700	544	861	869	516	565	940	577	711	810	677.3185446621774	890.813933427444	728.2220417159917	778.6472029061345	825.640694548978	875.9520327053673	653.5889660127656	586.3491346545286	675.808347046313	651.5565877285263	526.6478679686774	660.4691984650394
ENSDARG00000093738	6.145397500749314e-5	0.0034522674195385855	1.7321059577421967	25	17860798	17861696	1	protein_coding	pth1a	parathyroid hormone 1a [Source:ZFIN;Acc:ZDB-GENE-040623-1]	13	22	19	14	46	25	11	9	10	9	5	1	15.420562312799134	18.576214725501202	19.766026846576917	20.038714780672578	44.11088495848198	25.20000094089089	13.933098112675236	9.340074711311075	7.189450500492691	10.162927711536804	3.7035715047023725	0.815394072179061
ENSDARG00000105142	6.351333283615379e-5	0.0035599007998232475	0.32287380085445216	14	16777308	16810489	-1	protein_coding	tcirg1b	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3b [Source:ZFIN;Acc:ZDB-GENE-040426-2022]	404	457	406	278	460	423	243	312	505	345	421	421	479.2236287977577	385.87864225245676	422.3687841952752	397.91162207335543	441.10884958481984	426.38401591987383	307.7948037618257	323.7892566587839	363.0672502748809	389.57889560891084	311.84072069593975	343.2809043873847
ENSDARG00000022183	6.526179268025349e-5	0.0036496628654294912	-0.5672389736015068	13	25380432	25389051	1	protein_coding	gsto1	glutathione S-transferase omega 1 [Source:ZFIN;Acc:ZDB-GENE-040718-365]	94	146	83	100	121	130	167	148	195	160	214	258	111.50252749254759	123.27851590559888	86.34632780346759	143.13367700480413	116.03080608644174	131.04000489263262	211.5297622560695	153.59233969711545	140.19428475960748	180.67427042732098	158.51286040126155	210.37167062219774
ENSDARG00000020771	7.042751564925003e-5	0.003929697109148041	-0.30743871097407804	2	35240485	35474115	1	protein_coding	tnr	tenascin R (restrictin, janusin) [Source:ZFIN;Acc:ZDB-GENE-030804-1]	337	440	458	278	436	425	419	462	697	473	770	575	399.7484230317929	371.524294510024	476.46527872274885	397.91162207335543	418.0944748238727	428.4000159951451	530.7243735646294	479.4571685139685	501.10469988434056	534.1183119507676	570.3500117241654	468.8515915029601
ENSDARG00000103319	7.074679157551742e-5	0.00393187342692412	2.3196851116097417	19	48328898	48330287	-1	protein_coding	si:ch73-359m17.7	si:ch73-359m17.7 [Source:ZFIN;Acc:ZDB-GENE-141212-401]	9	14	11	8	17	6	3	6	0	3	0	2	10.67577390886094	11.821227552591674	11.443489226965584	11.45069416038433	16.30184878900421	6.048000225813814	3.799935848911428	6.226716474207383	0	3.3876425705122686	0	1.630788144358122
ENSDARG00000098387	7.078322278836414e-5	0.00393187342692412	0.3598950323880477	16	46596206	46619967	-1	protein_coding	tmem176l.3a	transmembrane protein 176l.3a [Source:ZFIN;Acc:ZDB-GENE-080829-13]	621	845	641	567	908	703	494	605	792	505	873	581	736.6283997114048	713.4955201385688	666.8433267713581	811.5679486172394	870.710511789166	708.6240264578519	625.7227697874151	627.8605778159111	569.4044796390211	570.2531660362318	646.6435847210342	473.74395593603447
ENSDARG00000056725	7.155959636852192e-5	0.00396612673622857	-0.18347882490078726	7	25913225	25918281	1	protein_coding	hmgb3a	high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]	4399	6277	5272	4066	5654	5237	4611	5968	9329	5191	8133	7705	5218.08104723103	5300.131810544138	5484.552291323869	5819.815307015336	5421.803120766459	5278.8961970978235	5840.501399776865	6193.507319678277	6707.038371909632	5861.750861176395	6024.22940954888	6282.611326139665
ENSDARG00000071113	7.177810074534307e-5	0.003969376929859395	0.4829397694558582	6	10170241	10233650	-1	protein_coding	xirp2a	xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7]	2214	4371	2662	1801	3630	3191	2077	1970	2410	2105	2534	3050	2626.240381579791	3690.756116598443	2769.3243929256714	2577.8375228565224	3480.924182593252	3216.528120095313	2630.822252729679	2044.438575698091	1732.6575706187384	2376.9958703094417	1876.9700385831625	2486.951920146136
ENSDARG00000079269	7.365433208869272e-5	0.004064082368360534	1.108092556437146	3	3545825	3550612	1	protein_coding	CR589947.1	NA	48	58	62	51	90	48	37	33	40	35	23	15	56.93746084725834	48.97365700359408	64.49966655198784	72.9981752724501	86.3039053535517	48.38400180651051	46.865875469907614	34.246940608140605	28.757802001970763	39.52249665597646	17.036428921630915	12.230911082685916
ENSDARG00000099959	7.487161073846075e-5	0.004122088901631886	0.1715616888961797	24	40656510	40668208	-1	protein_coding	smyhc1	slow myosin heavy chain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-271]	12130	17477	14691	9934	15328	14959	9323	12562	18166	11612	18611	16796	14388.570834942577	14757.113852617476	15283.300021213763	14218.89947365724	14698.514013991562	15078.672562991473	11808.933973133748	13036.668724832192	13060.355779195022	13112.43517626282	13785.433854803172	13695.358836319509
ENSDARG00000057303	7.53996730509184e-5	0.004141977614721911	0.30383780083000433	1	38142354	38170906	1	protein_coding	galnt7	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-050522-284]	936	1336	900	893	1085	970	714	819	1154	845	1159	1035	1110.2804865215376	1128.082857875891	936.2854822062751	1278.1837356529009	1040.441525651151	977.7600365065665	904.3847320409199	849.9467987293078	829.6625877568565	954.1859906942889	858.48787479001	843.9328647053281
ENSDARG00000045936	7.646364637099808e-5	0.004191153067090248	-0.2671216545754122	7	15871156	15900606	1	protein_coding	pax6b	paired box 6b [Source:ZFIN;Acc:ZDB-GENE-001031-1]	492	690	570	376	632	480	545	682	957	542	952	826	583.608973684398	582.6176436634468	592.9808053973076	538.1826255380635	606.0452020382742	483.8400180651051	690.3216792189095	707.7701059015726	688.0304128971505	612.0340910725498	705.1600144953318	673.5155036199044
ENSDARG00000078389	7.956514211164794e-5	0.004351547309762596	0.8985129975882109	13	37623276	37631092	-1	protein_coding	ifi46	interferon alpha inducible protein 46 [Source:ZFIN;Acc:ZDB-GENE-090312-190]	112	230	67	105	97	90	60	63	69	70	87	73	132.85407531026945	194.20588122114893	69.70125256424492	150.29036085504433	93.01643132549461	90.7200033872072	75.99871697822856	65.38052297917753	49.607208453399565	79.04499331195292	64.44214418182128	59.523767269071456
